,Location,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
7524,"Woodbridge, Prince William (22192)",38.678451,-77.30657,Rollingwood Village Park,38.66290790327368,-77.31237041726891,Park
7525,"Woodbridge, Prince William (22192)",38.678451,-77.30657,Holly Acres RV & Marine,38.66278931402864,-77.29741439778833,Harbor / Marina
7526,"Woodbridge, Prince William (22192)",38.678451,-77.30657,Prime Pizza & Grill,38.661784000000004,-77.298934,Pizza Place
7527,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Cavalier Golf & Yacht Club,36.86854498778064,-76.00575768605107,Golf Course
7528,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Eurasia Cafe,36.85791355641541,-75.98924426902819,American Restaurant
7529,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,La Bella Italia,36.85513858728783,-75.99377286619288,Italian Restaurant
7530,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Bay Local,36.8576741174092,-75.98968794771864,Seafood Restaurant
7531,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Bella Monte Restaurant & Enoteca,36.85364438966937,-75.99682795643037,Italian Restaurant
7532,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Sugar Plum Bakery,36.85181410950994,-76.00650417937598,Bakery
7533,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Roast Rider,36.85367672874595,-76.01562362556544,Coffee Shop
7534,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,TASTE,36.85335368914029,-76.01562902092539,Sandwich Place
7535,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,The Green Cat Juice Bar & Market,36.866093,-75.980938,Vegetarian / Vegan Restaurant
7536,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Heritage Natural Market,36.8577957,-75.9902323,Grocery Store
7537,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,KT Nails,36.85770751700158,-75.98952113872976,Spa
7538,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,TASTE,36.864182602539124,-75.98042642194483,Sandwich Place
7539,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Thai Arroy,36.853928851535876,-75.99472237701347,Thai Restaurant
7540,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Tapped Gastropub,36.85283096589015,-76.01559666858707,Gastropub
7541,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,"The Cavalier Virginia Beach, Autograph Collection",36.8692074,-75.9837528,Hotel
7542,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Hunt Room,36.869138,-75.983661,Lounge
7543,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Cal'z Pizza,36.85665110955426,-75.99110932026726,Pizza Place
7544,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Eat: An American Bistro,36.8681712238563,-75.98044805262461,New American Restaurant
7545,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Emerson's Cigars,36.85293355832769,-76.01721929564192,Smoke Shop
7546,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Tidal Wheel,36.853451624747336,-76.0157735423234,Gym
7547,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Virginia Beach Oceanfront,36.864296862948166,-75.97971368194878,Beach
7548,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Pocahontas Pancake House,36.863016967347505,-75.9793746471405,Breakfast Spot
7549,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Pelon's Baja Grill,36.86461837115107,-75.98042234223543,Mexican Restaurant
7550,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Hilltop Family YMCA,36.853360864914464,-76.01476043742849,Gym
7551,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,The Melting Pot,36.8526406,-76.0167507,Fondue Restaurant
7552,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,40th Street at the Oceanfront,36.86794334814461,-75.97961164569865,Beach
7553,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Beach Pub,36.85687328574777,-75.99085420928517,Seafood Restaurant
7554,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Pacifica,36.867744,-75.981506,Tapas Restaurant
7555,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,46th Street at the Oceanfront,36.874625934904735,-75.98285976294703,Beach
7556,"Virginia Beach, Virginia Beach City (23451)",36.864788,-76.00098,Cobalt Grille,36.85320928525731,-76.01749109403316,American Restaurant
7557,"Port Republic, Rockingham (24471)",38.310311,-78.80409,Adamek's Beer Garden and Live Music,38.29684709942268,-78.81096222184118,Music Venue
7558,"Port Republic, Rockingham (24471)",38.310311,-78.80409,Port Republic Boat Landing,38.295908901848364,-78.80788669642848,River
7559,"Port Republic, Rockingham (24471)",38.310311,-78.80409,United States Postal Service,38.29624568668178,-78.81210386753082,Post Office
7560,"Port Republic, Rockingham (24471)",38.310311,-78.80409,Bradburn Memorial Park,38.29497146606445,-78.8123550415039,Park
7561,"Port Republic, Rockingham (24471)",38.310311,-78.80409,The Knight Plantation,38.316265,-78.825413,Theater
7562,"Millwood, Clarke (22646)",39.069682,-78.03752,Locke Modern Country Store,39.069443178287074,-78.03809826193357,Deli / Bodega
7563,"Millwood, Clarke (22646)",39.069682,-78.03752,The Red Schoolhouse Antique Shop,39.07443794201759,-78.03413943959866,Antique Shop
7564,"Millwood, Clarke (22646)",39.069682,-78.03752,Sheetz,39.063994,-78.033335,Fast Food Restaurant
7565,"Millwood, Clarke (22646)",39.069682,-78.03752,Shenandoah Mart & Deli,39.055744,-78.03264399999999,Convenience Store
7566,"Chesterfield, Chesterfield (23832)",37.405699,-77.5838,Affordable Plumbing & Heating,37.416048,-77.588912,Construction & Landscaping
7567,"Chesterfield, Chesterfield (23832)",37.405699,-77.5838,Claypoint Rd,37.41060647500179,-77.60321239230066,Campground
7568,"Chesterfield, Chesterfield (23832)",37.405699,-77.5838,Ragnar Relay Richmond,37.388372,-77.578048,Racecourse
7569,"Lambsburg, Carroll (24351)",36.580074,-80.76311,Flippen Beer Bar,36.57581,-80.770471,Beer Bar
7570,"Lambsburg, Carroll (24351)",36.580074,-80.76311,United States Postal Service,36.58849354694679,-80.76190765641405,Post Office
7571,"Lambsburg, Carroll (24351)",36.580074,-80.76311,Big Walker Mountain Tunnel,36.58020037763885,-80.74229075056675,Tunnel
7572,"Lambsburg, Carroll (24351)",36.580074,-80.76311,Walking loo,36.579483451566766,-80.74132190211868,Dog Run
7573,"Hardyville, Middlesex (23070)",37.551549,-76.39294,"Heaven Scent B&B, Deltaville",37.5517578125,-76.39358520507812,Bed & Breakfast
7574,"Hardyville, Middlesex (23070)",37.551549,-76.39294,Bush Park Camping Resort,37.56814133519582,-76.39365255832672,Campground
7575,"Hardyville, Middlesex (23070)",37.551549,-76.39294,Chucks HVAC Services,37.55805,-76.413625,Home Service
7576,"Hardyville, Middlesex (23070)",37.551549,-76.39294,Delta Pest Solutions,37.54803,-76.41483,Moving Target
7577,"Blue Ridge, Botetourt (24064)",37.373117,-79.79043,Bedford Mobile Tire LLC,37.37895605437266,-79.80690836906432,Business Service
7578,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,El Rey,36.9340365310832,-76.24481702462484,Mexican Restaurant
7579,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Coaster Coffee,36.92628928200795,-76.25235915716075,Coffee Shop
7580,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,El Azteca,36.91697983256049,-76.2325708872439,Mexican Restaurant
7581,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Pollard's Chicken & Catering,36.92506459320088,-76.25228118071053,Fried Chicken Joint
7582,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Mom & Pop's Family Restaurant,36.93243611992112,-76.25472895123177,American Restaurant
7583,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Ocean View Beach,36.938013314301905,-76.22296829535547,Beach
7584,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Dollar General,36.929133,-76.243184,Discount Store
7585,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Bel-Aire Pancake House,36.91669228205084,-76.23073148915223,Breakfast Spot
7586,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Best Western Plus Holiday Sands Inn & Suites,36.943803915246306,-76.2338503016872,Hotel
7587,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Family Dollar,36.934988522061644,-76.23263042910578,Discount Store
7588,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,CVS pharmacy,36.91489277114864,-76.2420462122056,Pharmacy
7589,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Lotus Day Spa,36.9162523,-76.23191779999999,Spa
7590,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Jose Tequilas,36.91511247526596,-76.24046768574748,Mexican Restaurant
7591,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Northside Park,36.92752732257314,-76.2546443939209,Park
7592,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Redbox,36.93021774291992,-76.24320220947266,Video Store
7593,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Ocean View Golf Course,36.94760534962556,-76.24759231044465,Golf Course
7594,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Redbox,36.9338,-76.244339,Video Store
7595,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,El Rey #2,36.91512852806386,-76.24867339443975,Mexican Restaurant
7596,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Wawa,36.914122,-76.242216,Convenience Store
7597,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,GameStop,36.918121710832644,-76.22883297728379,Video Game Store
7598,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Zero's Subs,36.93360522475721,-76.24405703515778,Sandwich Place
7599,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,7-Eleven,36.92934768200085,-76.24422535300255,Convenience Store
7600,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Walmart Neighborhood Market,36.918190673298085,-76.22833390683641,Grocery Store
7601,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Salmich's Burgers & Hoagies,36.91608529342032,-76.23424887657166,American Restaurant
7602,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Thrift Store USA,36.914765,-76.24778599999999,Thrift / Vintage Store
7603,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,CHKD Thrift Store,36.91654712363101,-76.2350738515224,Thrift / Vintage Store
7604,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Fabric Hut,36.915857,-76.249781,Fabric Shop
7605,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,Redbox,36.93327,-76.254641,Video Store
7606,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,BP,36.93360074,-76.24482443,Gas Station
7607,"Norfolk, Norfolk City (23551)",36.931166,-76.23972,7-Eleven,36.938018,-76.222932,Convenience Store
7608,"Port Royal, Caroline (22535)",38.164219,-77.18217,Horne's,38.16291916664551,-77.19970871418415,American Restaurant
7609,"Port Royal, Caroline (22535)",38.164219,-77.18217,United States Postal Service,38.16875375334618,-77.19468314947335,Post Office
7610,"Port Royal, Caroline (22535)",38.164219,-77.18217,Port Royal Museum,38.16850885104515,-77.19407271992624,History Museum
7611,"Port Royal, Caroline (22535)",38.164219,-77.18217,Randolph's on the River,38.173122,-77.190346,Seafood Restaurant
7612,"Port Royal, Caroline (22535)",38.164219,-77.18217,Rappahanock River @ Port Royal,38.17477814286272,-77.18799131034864,River
7613,"Port Royal, Caroline (22535)",38.164219,-77.18217,Where John Wilkes Booth died,38.16325936836124,-77.19944633746732,Historic Site
7614,"Unionville, Orange (22567)",38.233223,-77.91258,Sullivan Insulation,38.238550902746994,-77.91572570800781,Home Service
7615,"Unionville, Orange (22567)",38.233223,-77.91258,Gold Hill Blueberry Farm,38.237974,-77.93465400000001,Farm
7616,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Tropical Smoothie Cafe,36.755205320075554,-76.06464746649482,Smoothie Shop
7617,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Harris Teeter,36.7547172913909,-76.06473876276411,Supermarket
7618,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,The Landing,36.74932884510804,-76.05834384617062,Seafood Restaurant
7619,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Virginia Beach National Golf Club,36.75836418961719,-76.07519388198853,Golf Course
7620,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Sals Pizza,36.75046725815578,-76.05414738911179,Italian Restaurant
7621,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,7-Eleven,36.7557829,-76.0635216,Convenience Store
7622,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Great Clips,36.7556392,-76.0641465,Salon / Barbershop
7623,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Starbucks,36.754849,-76.06515,Coffee Shop
7624,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Waffle House,36.756215,-76.061164,Breakfast Spot
7625,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Twisted Sisters Sugar Shack!,36.7522779119688,-76.05429451559833,Cupcake Shop
7626,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Stan's Firehouse Grill,36.75402207231331,-76.0655843273746,American Restaurant
7627,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,The UPS Store,36.755114923048005,-76.06471614679322,Shipping Store
7628,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Enterprise Rent-A-Car,36.75309190723838,-76.05535130201127,Rental Car Location
7629,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Wendy’s,36.7548755,-76.0635691,Fast Food Restaurant
7630,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,McDonald's,36.75331634641903,-76.05573537376819,Fast Food Restaurant
7631,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Kellam Auditorium,36.759512635813536,-76.05441241455782,Theater
7632,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,One Touch Nails,36.754849,-76.06515,Miscellaneous Shop
7633,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Black Angus Grille,36.759365,-76.074561,American Restaurant
7634,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,A Pen Lovers Paradise,36.749598999999996,-76.058996,Paper / Office Supplies Store
7635,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Salon Mosaic,36.7495929,-76.059001,Salon / Barbershop
7636,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Virginia Beach Police and Fire Training Gym,36.74870681762695,-76.05675506591797,Gym / Fitness Center
7637,"Virginia Beach, Virginia Beach City (23456)",36.762459,-76.06139,Park,36.774415068989875,-76.07538494525731,Park
7638,"Green Bay, Prince Edward (23942)",37.129269,-78.30107,Dollar General,37.131919860839844,-78.30530548095703,Discount Store
7639,"Green Bay, Prince Edward (23942)",37.129269,-78.30107,vacation,37.1359977722168,-78.3079833984375,Playground
7640,"Green Bay, Prince Edward (23942)",37.129269,-78.30107,Dollar General,37.13212203979492,-78.3170394897461,Discount Store
7641,"Fairfield, Rockbridge (24435)",37.871126,-79.29041,subway,37.887437,-79.287897,Sandwich Place
7642,"Fairfield, Rockbridge (24435)",37.871126,-79.29041,Fairfield Safety Rest Area I-81 SB,37.87564436188244,-79.30940326672679,Rest Area
7643,"Fairfield, Rockbridge (24435)",37.871126,-79.29041,quiltery,37.87871551513672,-79.29090881347656,Fabric Shop
7644,"Fairfield, Rockbridge (24435)",37.871126,-79.29041,McDonald's,37.884209893105776,-79.28317444947652,Fast Food Restaurant
7645,"Fairfield, Rockbridge (24435)",37.871126,-79.29041,The Farm,37.87964275923814,-79.29850998659464,Farm
7646,"Fairfield, Rockbridge (24435)",37.871126,-79.29041,Miss-Ellaneous,37.88455158330261,-79.28341305622041,Arts & Crafts Store
7647,"Fairfield, Rockbridge (24435)",37.871126,-79.29041,Massage By Emma,37.86772598597444,-79.31019678711891,Massage Studio
7648,"Selma, Alleghany (24474)",37.805268,-79.84752,Dairy Queen,37.812108,-79.83519,Ice Cream Shop
7649,"Selma, Alleghany (24474)",37.805268,-79.84752,United States Postal Service,37.8058225,-79.8489614,Post Office
7650,"Selma, Alleghany (24474)",37.805268,-79.84752,Hardee's,37.81157329068702,-79.83887490627308,Fast Food Restaurant
7651,"Selma, Alleghany (24474)",37.805268,-79.84752,Shell,37.811689463468554,-79.83794263295697,Gas Station
7652,"Suffolk, Suffolk City (23438)",36.578692,-76.70129,South Point Saddlery,36.5843620300293,-76.69115447998047,Pet Store
7653,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Enterprise,37.05540466308594,-81.76863098144531,Rental Car Location
7654,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Food City,37.067784549673455,-81.75677387169273,Grocery Store
7655,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Subway,37.06713104234882,-81.75909930507788,Sandwich Place
7656,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Belk,37.067355298959356,-81.75844713988107,Department Store
7657,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Lowe's,37.0598313,-81.7494745,Hardware Store
7658,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Broadway Cinemas,37.067019,-81.759333,Movie Theater
7659,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Claypool Hill Mall,37.06669431233929,-81.75868689653588,Shopping Mall
7660,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Interim HealthCare of Tazewell VA,37.046112,-81.7830886,Home Service
7661,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Verizon Wireless,37.06686286021832,-81.75631515408789,Department Store
7662,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Bellacino's Pizza & Grinders,37.04529300170567,-81.78403740559924,Pizza Place
7663,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Waffle & Egg,37.06338119506836,-81.75216674804688,Diner
7664,"Cedar Bluff, Tazewell (24609)",37.055512,-81.76922,Pizza Plus,37.069141514415605,-81.75523716115535,Pizza Place
7665,"Kinsale, Westmoreland (22488)",38.046358,-76.57924,Kinsale Harbour Marina,38.030643463134766,-76.57671356201172,Boat or Ferry
7666,"Kinsale, Westmoreland (22488)",38.046358,-76.57924,Yeocomico Episcopal Church,38.05655076731137,-76.59483264780845,Church
7667,"Kinsale, Westmoreland (22488)",38.046358,-76.57924,Kinsale Park,38.03040862083435,-76.58004462718964,Beer Garden
7668,"Kinsale, Westmoreland (22488)",38.046358,-76.57924,United States Postal Service,38.029725177744645,-76.57909579951593,Post Office
7669,"Kinsale, Westmoreland (22488)",38.046358,-76.57924,Kinsale Harbour Restaurant,38.02963,-76.579839,American Restaurant
7670,"Kinsale, Westmoreland (22488)",38.046358,-76.57924,White Point Marina,38.04141104221344,-76.55779415,Boat or Ferry
7671,"Fredericksburg, Spotsylvania (22408)",38.236023,-77.46111,Lee Hill Park,38.23238318463403,-77.46385134451678,Park
7672,"Fredericksburg, Spotsylvania (22408)",38.236023,-77.46111,VA Pro Cleaning,38.22888068854809,-77.46578581631184,Moving Target
7673,"Fredericksburg, Spotsylvania (22408)",38.236023,-77.46111,Lee's Hill Golf Club,38.23662240662621,-77.47688845601347,Golf Course
7674,"Fredericksburg, Spotsylvania (22408)",38.236023,-77.46111,ALL FOR YOU HOME HEALTH CARE,38.23030471801758,-77.47762298583984,Health & Beauty Service
7675,"Fredericksburg, Spotsylvania (22408)",38.236023,-77.46111,Mary Lee Carter Park,38.228797912597656,-77.44157409667969,Park
7676,"Fredericksburg, Spotsylvania (22408)",38.236023,-77.46111,Bryant's Photography,38.231752,-77.48305500000001,Photography Studio
7677,"Stony Creek, Sussex (23882)",36.928972,-77.41971,Sunoco,36.943989,-77.408372,Gas Station
7678,"Dryden, Lee (24243)",36.780481,-82.94428,Dollar General,36.773780822753906,-82.95147705078125,Discount Store
7679,"Dryden, Lee (24243)",36.780481,-82.94428,Vases R Us,36.778438568115234,-82.9398422241211,Flower Shop
7680,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Tropical Smoothie Café,37.3545688522971,-79.22339241863142,Café
7681,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,West Side Deli,37.354319790365125,-79.22450973776576,American Restaurant
7682,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Ledo Pizza,37.354917,-79.225605,Pizza Place
7683,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,FunQuest Family Entertainment Center,37.3719165,-79.2090691,Laser Tag
7684,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Kroger,37.3539384,-79.2270216,Supermarket
7685,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Bojangles' Famous Chicken 'n Biscuits,37.35243872438811,-79.22751478856304,Fast Food Restaurant
7686,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,The Crown,37.368963778019335,-79.19834507575231,Steakhouse
7687,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,La Carreta,37.34984208872091,-79.22951751964145,Mexican Restaurant
7688,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Charley's Restaurant,37.37517423139077,-79.21566832970151,American Restaurant
7689,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Dairy Queen,37.3495933,-79.2310599,Ice Cream Shop
7690,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Jade Palace,37.361467203141565,-79.21030610016105,Chinese Restaurant
7691,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Captain D's,37.35323756102117,-79.22590166330338,Seafood Restaurant
7692,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Starbucks,37.353863,-79.226706,Coffee Shop
7693,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Super Dollar Discount Foods,37.35458755493164,-79.22347259521484,Grocery Store
7694,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,SUBWAY,37.3543698,-79.2261642,Sandwich Place
7695,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Papa John's Pizza,37.354205672322905,-79.22394188037396,Pizza Place
7696,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Redbox,37.353816986083984,-79.2270278930664,Video Store
7697,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Family Dollar,37.354244232177734,-79.22394561767578,Discount Store
7698,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Good Taste,37.354594,-79.223363,Asian Restaurant
7699,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Wendy’s,37.35124182492033,-79.22891008551233,Fast Food Restaurant
7700,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Martinez Finest Construction Team,37.35614,-79.219105,Construction & Landscaping
7701,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,The Vistas Gym,37.35388064426295,-79.21882013629245,Gym
7702,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,The Home Depot,37.377966,-79.2242584,Hardware Store
7703,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Moore's Country Store,37.375962134183006,-79.22486949526129,Convenience Store
7704,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Petopia,37.3506649,-79.22936399999999,Pet Store
7705,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,XFINITY Store by Comcast,37.34624481201172,-79.2115707397461,Business Service
7706,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,Comcast,37.346216,-79.211511,Business Service
7707,"Lynchburg, Lynchburg City (24502)",37.362109,-79.21525,The Spa at MMTC,37.37585063,-79.22627777,Spa
7708,"Montpelier, Hanover (23192)",37.813901,-77.68952,United States Postal Service,37.8206540338924,-77.68391042947775,Post Office
7709,"Montpelier, Hanover (23192)",37.813901,-77.68952,Montpelier Pharmacy,37.820321,-77.683948,Pharmacy
7710,"Montpelier, Hanover (23192)",37.813901,-77.68952,Montpelier Park,37.82228799344023,-77.68805629517107,Park
7711,"Montpelier, Hanover (23192)",37.813901,-77.68952,Mountain Road Nursery,37.814232000000004,-77.676236,Flower Shop
7712,"Nickelsville, Scott (24271)",36.741128,-82.41823,Dollar General,36.75073103330346,-82.41814663066398,Discount Store
7713,"Nickelsville, Scott (24271)",36.741128,-82.41823,Teddy's Restaurant,36.75156988568924,-82.41636298701299,Diner
7714,"Nickelsville, Scott (24271)",36.741128,-82.41823,Small Biz Media,36.754625,-82.404729,Business Service
7715,"Marshall, Fauquier (20115)",38.855848,-77.88174,Marshall Diner,38.86200803004162,-77.86247509937762,Diner
7716,"Marshall, Fauquier (20115)",38.855848,-77.88174,Alpaca Full Moon Farm,38.867191999999996,-77.891288,Farm
7717,"Marshall, Fauquier (20115)",38.855848,-77.88174,Mom Made Cookies,38.861971000000004,-77.86242,Dessert Shop
7718,"Marshall, Fauquier (20115)",38.855848,-77.88174,"All American Landscapes, LLC",38.84029258211543,-77.8904914855957,Garden Center
7719,"Marshall, Fauquier (20115)",38.855848,-77.88174,Bears,38.86277389526367,-77.86164855957031,Ice Cream Shop
7720,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Red Wing Park,36.79100706675779,-75.99071048356419,Park
7721,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Yama Sushi,36.789531575655275,-75.99889198564225,Sushi Restaurant
7722,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Big Woody's Bar and Grill,36.790250243208355,-75.99762563657917,Burger Joint
7723,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Oceana NAS Commissary,36.79661850822546,-75.99829628457648,Grocery Store
7724,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Holiday Trav-L-Park,36.80493730409367,-75.99652029813844,Campground
7725,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Chick-fil-A,36.7880408,-75.9974643,Fast Food Restaurant
7726,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Ocean Lakes Area,36.779913030833534,-75.97871032224067,Plaza
7727,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Virginia Beach KOA Holiday,36.7973131,-75.9916219,Campground
7728,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Sakura Sushi,36.794099529490495,-75.9994884781468,Sushi Restaurant
7729,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,IHOP,36.787617,-75.997706,Breakfast Spot
7730,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Surf Rider,36.794339017025166,-75.99879314482372,Seafood Restaurant
7731,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Gino's Pizza,36.78994207093044,-75.9977202049381,Pizza Place
7732,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Dunkin',36.7943729,-75.995695,Donut Shop
7733,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Redbox,36.797081,-75.997827,Video Store
7734,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Hooters,36.788937885505355,-75.9982162536122,American Restaurant
7735,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Adventure Sports Park,36.795562744140625,-75.98625183105469,Paintball Field
7736,"Virginia Beach, Virginia Beach City (23461)",36.795328,-75.97768,Wendy’s,36.78944166996062,-75.99812351169936,Fast Food Restaurant
